40001	人, 眾人	30001
40002	我, 我們	30001
40003	你, 你們	30001
40004	他, 他們	30001
40005	古人, 前人	30001
40006	今人, 後人	30001
40007	男女	30002
40008	男人	30002
40009	女人	30002
40010	變性人	30002
40011	老少	30003
40012	嬰兒, 兒童	30003
40013	青少年	30003
40014	成年人	30003
40015	老人	30003
40016	親戚, 眷屬	30004
40017	輩次	30004
40018	父母	30004
40019	夫妻	30004
40020	子女	30004
40021	高祖輩	30004
40022	曾祖輩	30004
40023	祖輩	30004
40024	父輩	30004
40025	同輩	30004
40026	子輩	30004
40027	孫輩	30004
40028	姻親	30004
40029	高個兒	30005
40030	矮個兒	30005
40031	胖子	30005
40032	瘦子	30005
40033	美女, 俊男	30005
40034	特殊體徵者	30005
40035	健康人	30006
40036	孕病傷殘	30006
40037	生者, 死者	30006
40038	好人	30007
40039	劣跡者	30007
40040	英傑	30007
40041	常人	30007
40042	才能突出者	30008
40043	才能低下者	30008
40044	知識份子	30008
40045	愛好者	30008
40046	外行	30008
40047	領導	30009
40048	職員	30009
40049	研究人員	30009
40050	技術人員	30009
40051	駕駛人員	30009
40052	司法人員	30009
40053	警員	30009
40054	教職人員	30009
40055	醫護人員	30009
40056	運動員, 裁判員	30009
40057	編輯記者	30009
40058	創作人員	30009
40059	演職人員	30009
40060	農牧漁民	30009
40061	工人, 工匠, 小生產者	30009
40062	商企人員	30009
40063	服務人員	30009
40064	軍人	30009
40065	居民	30010
40066	本處人	30010
40067	外來人	30010
40068	朋友, 同伴, 恩人	30011
40069	外人, 敵方	30011
40070	師生	30011
40071	同事, 成員	30011
40072	主人, 客人	30011
40073	關係人	30011
40074	情人	30011
40075	幸運者, 名人, 富人	30011
40076	失意者, 孤獨者, 敗者	30011
40077	君臣	30011
40078	奴僕, 保姆	30011
40079	信仰者	30011
40080	動物統稱	30012
40081	獅, 虎, 豹	30012
40082	熊	30012
40083	豺, 狼, 狐	30012
40084	鹿, 麂, 獐	30012
40085	猿, 猴	30012
40086	蛇, 蜥蜴, 壁虎	30012
40087	鼠, 狸	30012
40088	貂, 獾	30012
40089	其他獸類	30012
40090	畜類統稱	30013
40091	牛	30013
40092	馬	30013
40093	羊	30013
40094	驢, 騾	30013
40095	豬	30013
40096	狗	30013
40097	兔	30013
40098	貓	30013
40099	禽類統稱	30014
40100	猛禽	30014
40101	飛禽	30014
40102	水禽	30014
40103	走禽	30014
40104	家禽	30014
40105	魚	30015
40106	龜	30015
40107	蟹	30015
40108	蝦	30015
40109	貝	30015
40110	螺	30015
40111	軟體動物	30015
40112	鯨, 鱷, 蛙	30015
40113	蟬, 蟲	30016
40114	蜂, 蝶, 蛾, 蛛	30016
40115	蚊, 蠅, 蟻, 蝨	30016
40116	蝗, 蚜	30016
40117	植物統稱	30017
40118	樹木	30017
40119	竹子	30017
40120	樹林	30017
40121	花卉	30018
40122	草	30018
40123	藻	30019
40124	苔	30019
40125	蕈	30019
40126	五穀	30020
40127	薯	30020
40128	蔬菜	30021
40129	豆類	30021
40130	水果	30021
40131	纖維作物	30022
40132	油料作物	30022
40133	香料作物	30022
40134	藥用作物	30022
40135	其他作物	30022
40136	細菌	30023
40137	真菌	30023
40138	病毒	30023
40139	身體	30024
40140	頭腦	30024
40141	臉頰	30024
40142	眼	30024
40143	耳	30024
40144	鼻	30024
40145	口	30024
40146	齒	30024
40147	舌	30024
40148	喉	30024
40149	胸, 背	30024
40150	腹, 腰, 臀	30024
40151	手	30024
40152	手指	30024
40153	足	30024
40154	皮膚, 痣	30024
40155	指甲	30024
40156	毛, 髮, 鬚	30024
40157	骨骼	30024
40158	肌肉	30024
40159	殼, 角, 觸鬚, 尾, 翅	30024
40160	臟腑	30024
40161	生殖器	30024
40162	經絡, 血管, 神經	30024
40163	腺, 膜	30024
40164	細胞, 激素	30024
40165	胚胎, 卵	30024
40166	血液	30025
40167	體液	30025
40168	分泌物	30026
40169	排泄物	30026
40170	芽苗	30027
40171	根莖	30027
40172	枝葉	30027
40173	花朵	30027
40174	果實, 種子	30027
40175	物什	30028
40176	物體	30028
40177	生產資料	30029
40178	生活資料	30029
40179	日用品	30030
40180	商品	30030
40181	工業品	30030
40182	農產品	30030
40183	寶物, 藝術品	30030
40184	禮物	30030
40185	失物	30030
40186	禁品	30030
40187	廢棄物	30030
40188	單指	30031
40189	複指	30031
40190	問指	30031
40191	塊狀	30032
40192	粉末狀	30032
40193	粒狀	30032
40194	堆狀	30032
40195	柱狀	30032
40196	球狀	30032
40197	片狀, 網狀	30032
40198	端, 頭	30033
40199	邊	30033
40200	面	30033
40201	框, 架	30033
40202	柄, 芯	30033
40203	宇宙	30034
40204	星辰	30034
40205	太陽	30034
40206	月亮	30034
40207	地球	30034
40208	山嶺	30035
40209	水渠	30035
40210	旱地	30035
40211	原野	30035
40212	沙漠	30035
40213	島嶼, 礁石	30035
40214	灘, 岸	30035
40215	海洋	30035
40216	江, 河, 溪	30035
40217	湖, 池	30035
40218	泉, 瀑	30035
40219	田地	30035
40220	風	30036
40221	雲霞	30036
40222	雨, 雪, 冰	30036
40223	霜, 霧, 露	30036
40224	雷, 電	30036
40225	潮, 汛	30036
40226	水	30037
40227	火, 煙	30037
40228	光, 影	30037
40229	電, 射線	30037
40230	氣	30037
40231	礦物	30037
40232	化學物	30037
40233	土, 塵, 垢, 鏽	30037
40234	紋痕, 印跡	30037
40235	顏色	30037
40236	氣味	30037
40237	聲音	30037
40238	金屬	30038
40239	金, 銀, 銅	30038
40240	鋼鐵	30038
40241	其他金屬	30038
40242	煤炭, 柴薪	30039
40243	石油	30039
40244	燃氣	30039
40245	其他能源	30039
40246	木料, 竹材	30040
40247	泥沙石	30040
40248	水泥, 石灰, 瀝青	30040
40249	磚瓦	30040
40250	板材, 管材	30041
40251	顏料, 染料, 油漆	30041
40252	絲, 棉	30042
40253	化纖	30042
40254	皮革	30042
40255	玉石, 象牙	30043
40256	塑料, 橡膠	30043
40257	陶瓷, 玻璃	30043
40258	肥料	30044
40259	機器	30045
40260	機床	30045
40261	機件	30045
40262	農具	30046
40263	漁具	30046
40264	蠶箔	30046
40265	刀, 剪, 斧	30047
40266	錘, 鎬, 鏟	30047
40267	刨, 鋸, 銼	30047
40268	鉗, 扳子, 鑷	30047
40269	鑽, 鑿	30047
40270	夾具	30047
40271	焊具	30047
40272	濾器, 磨具	30047
40273	模具, 印版	30047
40274	棍棒, 架子	30047
40275	通信器材	30048
40276	電線	30048
40277	電料	30048
40278	儀錶	30048
40279	量具	30048
40280	醫療用品	30048
40281	車	30049
40282	船	30049
40283	飛行器	30049
40284	轎子, 雪橇	30049
40285	鞍, 轡, 鞭, 鐙	30049
40286	武器	30050
40287	槍, 炮	30050
40288	軍艦	30050
40289	戰鬥機	30050
40290	裝甲車	30050
40291	導彈	30050
40292	彈藥	30050
40293	舊式武器	30050
40294	刑具	30050
40295	房屋	30051
40296	庭院	30051
40297	府, 墅, 館, 所	30051
40298	樓宇	30051
40299	房間	30051
40300	門窗	30052
40301	地面	30052
40302	天花板	30052
40303	梁, 柱	30052
40304	牆籬, 柵欄	30052
40305	簷, 溝	30052
40306	走廊, 樓梯, 陽臺	30052
40307	臺子	30052
40308	路, 道, 巷	30053
40309	橋	30053
40310	車站, 機場	30053
40311	港口, 碼頭	30053
40312	園圃	30054
40313	圈, 籠, 穴, 坑	30054
40314	水庫, 堤壩	30054
40315	井, 渠	30054
40316	礦井, 坑, 窯	30055
40317	發電站	30055
40318	倉庫	30055
40319	營寨	30056
40320	掩體	30056
40321	園林	30057
40322	亭, 榭, 閣, 塔	30057
40323	宮殿	30057
40324	墓, 陵, 碑, 碣	30058
40325	祠堂	30058
40326	寺廟, 教堂	30058
40327	古建築	30059
40328	廢墟	30059
40329	桌	30060
40330	屜	30060
40331	凳椅	30060
40332	櫥櫃	30060
40333	牀	30060
40334	生活電器	30060
40335	廚具	30061
40336	餐具	30061
40337	洗滌清潔用品	30061
40338	瓶, 壺, 盆, 桶, 罐, 缸	30061
40339	箱, 盒, 籃, 袋, 套	30061
40340	燈	30061
40341	鏡子	30061
40342	鐘錶, 日曆	30061
40343	針線, 紐扣	30061
40344	牀上用品	30061
40345	飾品	30061
40346	傘, 扇	30061
40347	化妝用品	30061
40348	小用品	30061
40349	布料	30062
40350	衣服	30062
40351	上裝	30062
40352	下裝	30062
40353	衣服的部份	30062
40354	巾帽	30062
40355	鞋襪	30062
40356	樂器	30063
40357	佈景, 螢幕	30063
40358	相機	30063
40359	音像製品	30063
40360	運動器材	30064
40361	球	30064
40362	棋	30064
40363	玩具	30064
40364	筆	30065
40365	紙	30065
40366	小文具	30065
40367	簿, 冊, 帖, 卡	30065
40368	票券, 表單	30065
40369	憑單, 證書	30065
40370	標牌, 匾額	30065
40371	旗幟	30065
40372	印鑒, 徽章	30065
40373	辦公電器	30065
40374	響器	30066
40375	香, 燭	30066
40376	冥物	30066
40377	糧食, 飼料	30067
40378	食物	30067
40379	菜餚	30067
40380	調味品	30067
40381	點心	30067
40382	果品	30067
40383	飲品	30067
40384	酒	30067
40385	菸	30067
40386	藥品, 藥材	30068
40387	維生素	30068
40388	補品	30068
40389	毒藥	30069
40390	毒品	30069
40391	農藥	30069
40392	事情	30070
40393	變故	30070
40394	社會運動	30070
40395	事例	30070
40396	案件	30070
40397	疑問	30070
40398	這樣	30070
40399	目標, 路線, 角度, 立場	30071
40400	原因, 依據, 源頭	30071
