20001	一、人品	10001
20002	二、動物	10001
20003	三、植物	10001
20004	四、微生物	10001
20005	五、生物部份	10001
20006	一、概稱	10002
20007	二、自然物	10002
20008	三、材料	10002
20009	四、器具	10002
20010	五、建築物	10002
20011	六、生活用品	10002
20012	七、文化用品	10002
20013	八、食用品	10002
20014	一、事情	10003
20015	二、屬性	10003
20016	三、意識	10003
20017	四、社會	10003
20018	五、政治	10003
20019	六、軍事	10003
20020	七、經濟	10003
20021	八、科教	10003
20022	九、文體衛生	10003
20023	十、數量單位	10003
20024	一、時間	10004
20025	二、空間	10004
20026	一、肢體動作	10005
20027	二、頭部動作	10005
20028	三、全身動作	10005
20029	四、生理活動	10005
20030	五、心裏活動	10005
20031	六、表情	10005
20032	七、生活工作	10005
20033	八、際遇	10005
20034	一、管理	10006
20035	二、經貿	10006
20036	三、生產	10006
20037	四、交通	10006
20038	五、文教	10006
20039	六、戰爭	10006
20040	七、司法	10006
20041	八、信仰	10006
20042	九、社交	10006
20043	十、幫助	10006
20044	十一、爭鬥	10006
20045	一、自然現象變化	10007
20046	二、方位改變	10007
20047	三、事態變化	10007
20048	四、物態變化	10007
20049	五、數量變化	10007
20050	六、判斷	10007
20051	一、形貌	10008
20052	二、知覺	10008
20053	三、性狀	10008
20054	四、性質	10008
20055	五、才品	10008
20056	六、情狀	10008
20057	一、副詞	10009
20058	二、介詞	10009
20059	三、連詞	10009
20060	四、助詞	10009
20061	五、語氣詞	10009
20062	六、擬聲詞	10009
